# Which sukta each source file holds.
#
# The filenames do not say: 650 of the 830 were saved by a browser as
# "SELECT MANDALA (n).txt", where n is the download counter and not the
# position in the book. Inferring the mapping from that counter looked
# convincing and was wrong for 82 suktas — Mandala 4 alone drifted by two
# — so every line here was instead matched on the text itself, by the
# opening of each first verse with the accents stripped, against an
# independently published index of the same recension
# (github.com/bhavykhatri/DharmicData, which carries the same source text
# with mandala and sukta labelled). 828 of 830 matched uniquely, none
# ambiguously, none to the same sukta twice. Of the two that did not:
# Mandala 01 Sukta 025 has its header and first verse on one line, which
# defeated the fingerprint, and its filename names it; and
# "SELECT MANDALA (463).txt" was a nought-byte download and is dropped.
#
# A citation must never be renumbered, so it is worth being sure.
mandala,sukta,file
8,17,SELECT MANDALA (340).txt
8,18,SELECT MANDALA (341).txt
8,19,SELECT MANDALA (342).txt
8,20,SELECT MANDALA (343).txt
8,22,SELECT MANDALA (345).txt
8,23,SELECT MANDALA (346).txt
8,24,SELECT MANDALA (347).txt
8,27,SELECT MANDALA (350).txt
8,28,SELECT MANDALA (351).txt
8,30,SELECT MANDALA (353).txt
8,31,SELECT MANDALA (354).txt
8,32,SELECT MANDALA (355).txt
8,33,SELECT MANDALA (356).txt
8,34,SELECT MANDALA (357).txt
8,35,SELECT MANDALA (358).txt
8,36,SELECT MANDALA (359).txt
8,37,SELECT MANDALA (360).txt
8,38,SELECT MANDALA (361).txt
8,39,SELECT MANDALA (362).txt
8,40,SELECT MANDALA (363).txt
8,43,SELECT MANDALA (366).txt
8,44,SELECT MANDALA (367).txt
8,46,SELECT MANDALA (369).txt
8,47,SELECT MANDALA (370).txt
8,48,SELECT MANDALA (371).txt
8,51,SELECT MANDALA (374).txt
8,52,SELECT MANDALA (375).txt
8,53,SELECT MANDALA (376).txt
8,54,SELECT MANDALA (377).txt
8,55,SELECT MANDALA (378).txt
8,56,SELECT MANDALA (379).txt
8,57,SELECT MANDALA (380).txt
8,58,SELECT MANDALA (381).txt
8,59,SELECT MANDALA (382).txt
8,60,SELECT MANDALA (383).txt
8,61,SELECT MANDALA (384).txt
8,62,SELECT MANDALA (385).txt
8,63,SELECT MANDALA (386).txt
8,65,SELECT MANDALA (388).txt
8,67,SELECT MANDALA (389).txt
8,68,SELECT MANDALA (390).txt
8,70,SELECT MANDALA (392).txt
8,71,SELECT MANDALA (393).txt
8,72,SELECT MANDALA (394).txt
8,73,SELECT MANDALA (395).txt
8,74,SELECT MANDALA (396).txt
8,75,SELECT MANDALA (397).txt
8,76,SELECT MANDALA (398).txt
8,77,SELECT MANDALA (399).txt
8,78,SELECT MANDALA (400).txt
8,79,SELECT MANDALA (401).txt
8,80,SELECT MANDALA (402).txt
8,81,SELECT MANDALA (403).txt
8,82,SELECT MANDALA (404).txt
8,83,SELECT MANDALA (405).txt
8,84,SELECT MANDALA (406).txt
8,86,SELECT MANDALA (408).txt
8,87,SELECT MANDALA (409).txt
8,88,SELECT MANDALA (410).txt
8,90,SELECT MANDALA (412).txt
8,91,SELECT MANDALA (413).txt
8,92,SELECT MANDALA (414).txt
8,93,SELECT MANDALA (415).txt
8,94,SELECT MANDALA (416).txt
8,95,SELECT MANDALA (417).txt
8,96,SELECT MANDALA (418).txt
8,97,SELECT MANDALA (419).txt
8,98,SELECT MANDALA (420).txt
8,99,SELECT MANDALA (421).txt
8,100,SELECT MANDALA (422).txt
8,101,SELECT MANDALA (423).txt
8,102,SELECT MANDALA (424).txt
8,103,SELECT MANDALA (425).txt
9,3,SELECT MANDALA (428).txt
9,4,SELECT MANDALA (429).txt
9,7,SELECT MANDALA (432).txt
9,8,SELECT MANDALA (433).txt
9,9,SELECT MANDALA (434).txt
9,10,SELECT MANDALA (435).txt
9,11,SELECT MANDALA (436).txt
9,12,SELECT MANDALA (437).txt
9,13,SELECT MANDALA (438).txt
9,14,SELECT MANDALA (439).txt
9,15,SELECT MANDALA (440).txt
9,16,SELECT MANDALA (441).txt
9,17,SELECT MANDALA (442).txt
9,18,SELECT MANDALA (443).txt
9,19,SELECT MANDALA (444).txt
9,20,SELECT MANDALA (445).txt
9,22,SELECT MANDALA (447).txt
9,23,SELECT MANDALA (448).txt
9,24,SELECT MANDALA (449).txt
9,27,SELECT MANDALA (452).txt
9,28,SELECT MANDALA (453).txt
9,29,SELECT MANDALA (454).txt
9,30,SELECT MANDALA (455).txt
9,31,SELECT MANDALA (456).txt
9,32,SELECT MANDALA (457).txt
9,33,SELECT MANDALA (458).txt
9,34,SELECT MANDALA (459).txt
9,35,SELECT MANDALA (460).txt
9,36,SELECT MANDALA (461).txt
9,37,SELECT MANDALA (462).txt
9,39,SELECT MANDALA (464).txt
9,40,SELECT MANDALA (465).txt
9,43,SELECT MANDALA (468).txt
9,44,SELECT MANDALA (469).txt
9,47,SELECT MANDALA (472).txt
9,48,SELECT MANDALA (473).txt
9,49,SELECT MANDALA (474).txt
9,50,SELECT MANDALA (475).txt
9,51,SELECT MANDALA (476).txt
9,52,SELECT MANDALA (477).txt
9,53,SELECT MANDALA (478).txt
9,54,SELECT MANDALA (479).txt
9,55,SELECT MANDALA (480).txt
9,56,SELECT MANDALA (481).txt
9,57,SELECT MANDALA (482).txt
9,58,SELECT MANDALA (483).txt
9,59,SELECT MANDALA (484).txt
9,61,SELECT MANDALA (486).txt
9,62,SELECT MANDALA (487).txt
9,65,SELECT MANDALA (490).txt
9,66,SELECT MANDALA (491).txt
9,67,SELECT MANDALA (492).txt
9,69,SELECT MANDALA (494).txt
9,70,SELECT MANDALA (495).txt
9,71,SELECT MANDALA (496).txt
9,72,SELECT MANDALA (497).txt
9,73,SELECT MANDALA (498).txt
9,74,SELECT MANDALA (499).txt
9,75,SELECT MANDALA (500).txt
9,76,SELECT MANDALA (501).txt
9,77,SELECT MANDALA (502).txt
9,79,SELECT MANDALA (504).txt
9,80,SELECT MANDALA (505).txt
9,81,SELECT MANDALA (506).txt
9,82,SELECT MANDALA (507).txt
9,83,SELECT MANDALA (508).txt
9,84,SELECT MANDALA (509).txt
9,85,SELECT MANDALA (510).txt
9,86,SELECT MANDALA (511).txt
9,87,SELECT MANDALA (512).txt
9,88,SELECT MANDALA (513).txt
9,91,SELECT MANDALA (516).txt
9,92,SELECT MANDALA (517).txt
9,95,SELECT MANDALA (520).txt
9,96,SELECT MANDALA (521).txt
9,99,SELECT MANDALA (524).txt
9,100,SELECT MANDALA (525).txt
9,101,SELECT MANDALA (526).txt
9,102,SELECT MANDALA (527).txt
9,103,SELECT MANDALA (528).txt
9,104,SELECT MANDALA (529).txt
9,105,SELECT MANDALA (530).txt
9,106,SELECT MANDALA (531).txt
9,107,SELECT MANDALA (532).txt
9,108,SELECT MANDALA (533).txt
9,111,SELECT MANDALA (536).txt
9,112,SELECT MANDALA (537).txt
9,113,SELECT MANDALA (538).txt
10,1,SELECT MANDALA (540).txt
10,2,SELECT MANDALA (541).txt
10,4,SELECT MANDALA (543).txt
10,5,SELECT MANDALA (544).txt
10,6,SELECT MANDALA (545).txt
10,7,SELECT MANDALA (546).txt
10,8,SELECT MANDALA (547).txt
10,9,SELECT MANDALA (548).txt
10,10,SELECT MANDALA (549).txt
10,11,SELECT MANDALA (550).txt
10,12,SELECT MANDALA (551).txt
10,13,SELECT MANDALA (552).txt
10,14,SELECT MANDALA (553).txt
10,16,SELECT MANDALA (555).txt
10,17,SELECT MANDALA (556).txt
10,18,SELECT MANDALA (557).txt
10,21,SELECT MANDALA (560).txt
10,22,SELECT MANDALA (561).txt
10,25,SELECT MANDALA (564).txt
10,26,SELECT MANDALA (565).txt
10,27,SELECT MANDALA (566).txt
10,28,SELECT MANDALA (567).txt
10,29,SELECT MANDALA (568).txt
10,30,SELECT MANDALA (569).txt
10,31,SELECT MANDALA (570).txt
10,32,SELECT MANDALA (571).txt
10,33,SELECT MANDALA (572).txt
10,34,SELECT MANDALA (573).txt
10,37,SELECT MANDALA (576).txt
10,38,SELECT MANDALA (577).txt
10,40,SELECT MANDALA (579).txt
10,41,SELECT MANDALA (580).txt
10,43,SELECT MANDALA (582).txt
10,44,SELECT MANDALA (583).txt
10,45,SELECT MANDALA (584).txt
10,46,SELECT MANDALA (585).txt
10,47,SELECT MANDALA (586).txt
10,48,SELECT MANDALA (587).txt
10,49,SELECT MANDALA (588).txt
10,50,SELECT MANDALA (589).txt
10,51,SELECT MANDALA (590).txt
10,52,SELECT MANDALA (591).txt
10,53,SELECT MANDALA (592).txt
10,54,SELECT MANDALA (593).txt
10,55,SELECT MANDALA (594).txt
10,56,SELECT MANDALA (595).txt
10,57,SELECT MANDALA (596).txt
10,59,SELECT MANDALA (598).txt
10,60,SELECT MANDALA (599).txt
10,61,SELECT MANDALA (600).txt
10,62,SELECT MANDALA (601).txt
10,63,SELECT MANDALA (602).txt
10,64,SELECT MANDALA (603).txt
10,65,SELECT MANDALA (604).txt
10,66,SELECT MANDALA (605).txt
10,68,SELECT MANDALA (607).txt
10,69,SELECT MANDALA (608).txt
10,70,SELECT MANDALA (609).txt
10,72,SELECT MANDALA (611).txt
10,73,SELECT MANDALA (612).txt
10,74,SELECT MANDALA (613).txt
10,75,SELECT MANDALA (614).txt
10,76,SELECT MANDALA (615).txt
10,77,SELECT MANDALA (616).txt
10,78,SELECT MANDALA (617).txt
10,79,SELECT MANDALA (618).txt
10,80,SELECT MANDALA (619).txt
10,81,SELECT MANDALA (620).txt
10,82,SELECT MANDALA (621).txt
10,83,SELECT MANDALA (622).txt
10,84,SELECT MANDALA (623).txt
10,85,SELECT MANDALA (624).txt
10,86,SELECT MANDALA (625).txt
10,89,SELECT MANDALA (628).txt
10,90,SELECT MANDALA (629).txt
10,93,SELECT MANDALA (632).txt
10,94,SELECT MANDALA (633).txt
10,95,SELECT MANDALA (634).txt
10,96,SELECT MANDALA (635).txt
10,97,SELECT MANDALA (636).txt
10,98,SELECT MANDALA (637).txt
10,99,SELECT MANDALA (638).txt
10,100,SELECT MANDALA (639).txt
10,101,SELECT MANDALA (640).txt
10,102,SELECT MANDALA (641).txt
10,103,SELECT MANDALA (642).txt
10,104,SELECT MANDALA (643).txt
10,105,SELECT MANDALA (644).txt
10,106,SELECT MANDALA (645).txt
10,107,SELECT MANDALA (646).txt
10,109,SELECT MANDALA (648).txt
10,110,SELECT MANDALA (649).txt
10,111,SELECT MANDALA (650).txt
10,113,SELECT MANDALA (652).txt
10,114,SELECT MANDALA (653).txt
10,115,SELECT MANDALA (654).txt
10,116,SELECT MANDALA (655).txt
10,117,SELECT MANDALA (656).txt
10,118,SELECT MANDALA (657).txt
10,119,SELECT MANDALA (658).txt
10,120,SELECT MANDALA (659).txt
10,121,SELECT MANDALA (660).txt
10,122,SELECT MANDALA (661).txt
10,123,SELECT MANDALA (662).txt
10,124,SELECT MANDALA (663).txt
10,125,SELECT MANDALA (664).txt
10,126,SELECT MANDALA (665).txt
10,129,SELECT MANDALA (668).txt
10,130,SELECT MANDALA (669).txt
10,133,SELECT MANDALA (672).txt
10,134,SELECT MANDALA (673).txt
10,135,SELECT MANDALA (674).txt
10,136,SELECT MANDALA (675).txt
10,137,SELECT MANDALA (676).txt
10,138,SELECT MANDALA (677).txt
10,139,SELECT MANDALA (678).txt
10,140,SELECT MANDALA (679).txt
10,141,SELECT MANDALA (680).txt
10,142,SELECT MANDALA (681).txt
10,143,SELECT MANDALA (682).txt
10,144,SELECT MANDALA (683).txt
10,146,SELECT MANDALA (685).txt
10,147,SELECT MANDALA (686).txt
10,148,SELECT MANDALA (687).txt
10,151,SELECT MANDALA (690).txt
10,152,SELECT MANDALA (691).txt
10,154,SELECT MANDALA (693).txt
10,155,SELECT MANDALA (694).txt
10,156,SELECT MANDALA (695).txt
10,157,SELECT MANDALA (696).txt
10,158,SELECT MANDALA (697).txt
10,159,SELECT MANDALA (698).txt
10,160,SELECT MANDALA (699).txt
10,161,SELECT MANDALA (700).txt
10,162,SELECT MANDALA (701).txt
10,164,SELECT MANDALA (703).txt
10,165,SELECT MANDALA (704).txt
10,166,SELECT MANDALA (705).txt
10,167,SELECT MANDALA (706).txt
10,168,SELECT MANDALA (707).txt
10,169,SELECT MANDALA (708).txt
10,170,SELECT MANDALA (709).txt
10,171,SELECT MANDALA (710).txt
10,172,SELECT MANDALA (711).txt
10,173,SELECT MANDALA (712).txt
10,174,SELECT MANDALA (713).txt
10,176,SELECT MANDALA (715).txt
10,177,SELECT MANDALA (716).txt
10,178,SELECT MANDALA (717).txt
10,181,SELECT MANDALA (720).txt
10,182,SELECT MANDALA (721).txt
10,185,SELECT MANDALA (724).txt
10,186,SELECT MANDALA (725).txt
10,187,SELECT MANDALA (726).txt
10,188,SELECT MANDALA (727).txt
10,189,SELECT MANDALA (728).txt
10,190,SELECT MANDALA (729).txt
10,191,SELECT MANDALA (730).txt
